experiment,method,direction_method,label,seed,actor_class,fit_steps,sample_episodes,source_steps_total,eta,ideal_return_gain,actual_return_gain,learned_direction_derivative,projected_direction_derivative,projection_reference,realized_path_derivative,forward_kl_training,forward_kl_validation,forward_kl_exact,old_new_kl,direction_realization_residual,seconds,learned_q_0,learned_q_1,candidate_p_0,candidate_p_1,data_seed,source_direction_error,source_exact_score,dataset_sha256,direction_retrained,direction_source,source_csv_sha256,source_manifest_sha256,source_code_sha256,additional_training_environment_steps,replayed_source_episodes,report_validation_episodes
P-EA,AN,AN,mc_raw,1015,shared_offset,1000,32,532,0.1,0.05303510639436543,0.0355656123147039,0.49552862812537574,0.3433583578992563,exact_population_Fisher_projection_diagnostic,0.3165245683651081,0.0004028958749273733,0.0003964387269706328,0.0003961696791391054,0.0006456472440277535,0.08069406807510916,0.1501000999705866,0.0483851902864801,0.6773958972396856,0.31673988515585344,0.7162226189129395,1015,0.050818366093003844,0.01570963390699609,66c22ba1fed49ba1f40d16509bdf471233f96a5a0d9502726298f82214734225,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1016,table,1,32,532,0.1,0.03365730065817951,0.012670926144482786,0.29586006614688776,0.29586006614688776,exact_population_Fisher_projection_diagnostic,0.12095985930922613,0.00026304864628540187,0.00026168671635142985,0.0002601302249983225,9.442233672645253e-05,0.051722086886281646,0.001102500013075769,0.4485894691887881,0.3578122400676589,0.30633754196041374,0.7062619514364127,1016,0.05073900888158142,0.015788991118418527,13f35ef96de6e29cbd24f1a89c9c267fbd1709dd02fc4a4ae45670762803dff0,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1016,table,10,32,532,0.1,0.03365730065817951,0.037358190912711364,0.29586006614688776,0.29586006614688776,exact_population_Fisher_projection_diagnostic,0.3185049608401985,2.6466454215120838e-05,2.6067778802877456e-05,2.5612149760313578e-05,0.000902096512766775,0.004946740661180834,0.002075800090096891,0.4485894691887881,0.3578122400676589,0.3243802302460035,0.7155408165485185,1016,0.05073900888158142,0.015788991118418527,13f35ef96de6e29cbd24f1a89c9c267fbd1709dd02fc4a4ae45670762803dff0,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1016,table,100,32,532,0.1,0.03365730065817951,0.033594582819533814,0.29586006614688776,0.29586006614688776,exact_population_Fisher_projection_diagnostic,0.2954437495248279,6.151550219149893e-09,6.06308510729768e-09,5.961982122323727e-09,0.0006581586267207344,1.1567369820057433e-06,0.01695850002579391,0.4485894691887881,0.3578122400676589,0.3190937729330762,0.7147945864235559,1016,0.05073900888158142,0.015788991118418527,13f35ef96de6e29cbd24f1a89c9c267fbd1709dd02fc4a4ae45670762803dff0,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1016,table,1000,32,532,0.1,0.03365730065817951,0.03365730065817957,0.29586006614688776,0.29586006614688776,exact_population_Fisher_projection_diagnostic,0.29586006614688765,-2.934477546651744e-17,-2.88796884591236e-17,-2.8348160450673455e-17,0.0006615748367204439,4.814516712176987e-31,0.16204920003656298,0.4485894691887881,0.3578122400676589,0.31917191210573,0.7148098287803247,1016,0.05073900888158142,0.015788991118418527,13f35ef96de6e29cbd24f1a89c9c267fbd1709dd02fc4a4ae45670762803dff0,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1016,shared_offset,1,32,532,0.1,0.03365730065817951,0.012670933622409009,0.29586006614688776,0.31782089341587133,exact_population_Fisher_projection_diagnostic,0.12095992720275683,0.00026304845867823796,0.000261686529480046,0.0002601300389678301,9.442244881427767e-05,0.051722049786511834,0.00051099993288517,0.4485894691887881,0.3578122400676589,0.30633754615425784,0.7062619548629063,1016,0.05073900888158142,0.015788991118418527,13f35ef96de6e29cbd24f1a89c9c267fbd1709dd02fc4a4ae45670762803dff0,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1016,shared_offset,10,32,532,0.1,0.03365730065817951,0.042483234779176704,0.29586006614688776,0.31782089341587133,exact_population_Fisher_projection_diagnostic,0.37112944847503493,2.5228798351191738e-05,2.5504763454201996e-05,2.582015214335747e-05,0.000887263329600188,0.005332181782800409,0.003497699974104762,0.4485894691887881,0.3578122400676589,0.31967802394414135,0.7189671000417188,1016,0.05073900888158142,0.015788991118418527,13f35ef96de6e29cbd24f1a89c9c267fbd1709dd02fc4a4ae45670762803dff0,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1016,shared_offset,100,32,532,0.1,0.03365730065817951,0.036165153407891726,0.29586006614688776,0.31782089341587133,exact_population_Fisher_projection_diagnostic,0.32132918628131146,8.459368024699396e-06,8.43200810547024e-06,8.400739626351343e-06,0.0006653730555676078,0.0016771848782630079,0.015544599969871342,0.4485894691887881,0.3578122400676589,0.3169978270925247,0.7164647509224277,1016,0.05073900888158142,0.015788991118418527,13f35ef96de6e29cbd24f1a89c9c267fbd1709dd02fc4a4ae45670762803dff0,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1016,shared_offset,1000,32,532,0.1,0.03365730065817951,0.03599747399595249,0.29586006614688776,0.31782089341587133,exact_population_Fisher_projection_diagnostic,0.3199868568025415,8.4478033814539e-06,8.412073065340057e-06,8.37123841835293e-06,0.0006598321925137998,0.0016673459833838865,0.1568150999955833,0.4485894691887881,0.3578122400676589,0.31692575111976967,0.71639711587707,1016,0.05073900888158142,0.015788991118418527,13f35ef96de6e29cbd24f1a89c9c267fbd1709dd02fc4a4ae45670762803dff0,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1017,table,1,32,532,0.1,-0.015048889807732724,-0.011517042503471242,-0.15772863632825784,-0.15772863632825784,exact_population_Fisher_projection_diagnostic,-0.12095971738784594,8.006465702586182e-06,8.381483246685372e-06,8.502984257857845e-06,9.457318904917516e-05,0.0016818551115540697,0.0010044999653473496,-0.12360263766426545,-0.2035952926959485,0.29373806798125374,0.6936624635321689,1017,0.17141692158555652,-0.10488892158555659,585f51624567db958160b2eb4412fa26f6bb97c056e523c6c97f3e803b8016d5,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1017,table,10,32,532,0.1,-0.015048889807732724,-0.008968137318756342,-0.15772863632825784,-0.15772863632825784,exact_population_Fisher_projection_diagnostic,-0.09370856586772157,1.9324850926014645e-05,2.0665827361169362e-05,2.110028701617318e-05,6.519353826783103e-05,0.004164938661998708,0.003047899925149977,-0.12360263766426545,-0.2035952926959485,0.29417455148790816,0.695206396361014,1017,0.17141692158555652,-0.10488892158555659,585f51624567db958160b2eb4412fa26f6bb97c056e523c6c97f3e803b8016d5,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1017,table,100,32,532,0.1,-0.015048889807732724,-0.01498359059827975,-0.15772863632825784,-0.15772863632825784,exact_population_Fisher_projection_diagnostic,-0.1570166027417184,2.315312767266794e-09,2.4445728831289256e-09,2.486451549950347e-09,0.00012948018027275144,4.905838407332951e-07,0.01980310003273189,-0.12360263766426545,-0.2035952926959485,0.2948496632756171,0.6914201250383397,1017,0.17141692158555652,-0.10488892158555659,585f51624567db958160b2eb4412fa26f6bb97c056e523c6c97f3e803b8016d5,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1017,table,1000,32,532,0.1,-0.015048889807732724,-0.015048889807732335,-0.15772863632825784,-0.15772863632825784,exact_population_Fisher_projection_diagnostic,-0.1577286363282543,1.2948500380936392e-17,9.615230194834107e-18,8.535292190613732e-18,0.0001306013757352252,1.281910372489415e-29,0.16008980001788586,-0.12360263766426545,-0.2035952926959485,0.2948344910919286,0.6913799889551576,1017,0.17141692158555652,-0.10488892158555659,585f51624567db958160b2eb4412fa26f6bb97c056e523c6c97f3e803b8016d5,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1017,shared_offset,1,32,532,0.1,-0.015048889807732724,-0.011517051690075664,-0.15772863632825784,-0.13837681322299308,exact_population_Fisher_projection_diagnostic,-0.12095982853983231,8.006481897644714e-06,8.38149374008337e-06,8.502992903988877e-06,9.457348386022053e-05,0.0016818570043558218,0.0006319000385701656,-0.12360263766426545,-0.2035952926959485,0.29373805021353616,0.6936624590454851,1017,0.17141692158555652,-0.10488892158555659,585f51624567db958160b2eb4412fa26f6bb97c056e523c6c97f3e803b8016d5,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1017,shared_offset,10,32,532,0.1,-0.015048889807732724,-0.00872131204012988,-0.15772863632825784,-0.13837681322299308,exact_population_Fisher_projection_diagnostic,-0.09044736295554962,1.9711529796494098e-05,2.111784723833035e-05,2.1573476565280848e-05,5.2868263325541937e-05,0.0042574512703914226,0.0017664999468252063,-0.12360263766426545,-0.2035952926959485,0.2953104361154517,0.6952681690227687,1017,0.17141692158555652,-0.10488892158555659,585f51624567db958160b2eb4412fa26f6bb97c056e523c6c97f3e803b8016d5,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1017,shared_offset,100,32,532,0.1,-0.015048889807732724,-0.01278808199228787,-0.15772863632825784,-0.13837681322299308,exact_population_Fisher_projection_diagnostic,-0.1351062309835783,6.664042945605679e-06,6.564665080666939e-06,6.532467890780309e-06,0.00011799845347056759,0.0013038205573011395,0.014385199989192188,-0.12360263766426545,-0.2035952926959485,0.2930107112020093,0.6929164078278794,1017,0.17141692158555652,-0.10488892158555659,585f51624567db958160b2eb4412fa26f6bb97c056e523c6c97f3e803b8016d5,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1017,shared_offset,1000,32,532,0.1,-0.015048889807732724,-0.012811759080023521,-0.15772863632825784,-0.13837681322299308,exact_population_Fisher_projection_diagnostic,-0.13537144939689624,6.663588127174718e-06,6.55534198577965e-06,6.520271584829285e-06,0.00011846237487839751,0.0013016704451029384,0.15027250000275671,-0.12360263766426545,-0.2035952926959485,0.29299708503942473,0.6929024111129463,1017,0.17141692158555652,-0.10488892158555659,585f51624567db958160b2eb4412fa26f6bb97c056e523c6c97f3e803b8016d5,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1018,table,1,32,532,0.1,0.023493839880568967,0.012670910204372277,0.2257561088478523,0.2257561088478523,exact_population_Fisher_projection_diagnostic,0.12095974150463755,6.969343092523871e-05,7.04885826271614e-05,7.163033891710371e-05,9.442173181435798e-05,0.014553283930086529,0.0016568000428378582,0.062371708733777426,0.30413146805495017,0.30633749349752626,0.7062619499586829,1018,0.0015750216030731034,0.06495297839692682,dd8c3643951fcff9137ac9f674fd3e91d612b84c30b1b404fd760a7723ca3163,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1018,table,10,32,532,0.1,0.023493839880568967,0.020224714342080174,0.2257561088478523,0.2257561088478523,exact_population_Fisher_projection_diagnostic,0.19404118054868022,6.660998034952356e-06,6.72803504807531e-06,6.824293323328973e-06,0.00017960400020685437,0.0013893059069845937,0.0027990000089630485,0.062371708733777426,0.30413146805495017,0.30384666107826613,0.7106910195529165,1018,0.0015750216030731034,0.06495297839692682,dd8c3643951fcff9137ac9f674fd3e91d612b84c30b1b404fd760a7723ca3163,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1018,table,100,32,532,0.1,0.023493839880568967,0.023575509402901207,0.2257561088478523,0.2257561088478523,exact_population_Fisher_projection_diagnostic,0.22651299123582666,2.5038261241701046e-09,2.55414953794736e-09,2.6264087987558176e-09,0.00023931702850349173,5.382871660892797e-07,0.01742669998202473,0.062371708733777426,0.30413146805495017,0.3026340586063631,0.7126580118802655,1018,0.0015750216030731034,0.06495297839692682,dd8c3643951fcff9137ac9f674fd3e91d612b84c30b1b404fd760a7723ca3163,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1018,table,1000,32,532,0.1,0.023493839880568967,0.023493839880568967,0.2257561088478523,0.2257561088478523,exact_population_Fisher_projection_diagnostic,0.22575610884785208,2.322605161229753e-17,2.2567276330203294e-17,2.1621342591811523e-17,0.00023772767596828246,3.4128711209706226e-30,0.17593630007468164,0.062371708733777426,0.30413146805495017,0.30262612956026785,0.7126161533186647,1018,0.0015750216030731034,0.06495297839692682,dd8c3643951fcff9137ac9f674fd3e91d612b84c30b1b404fd760a7723ca3163,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1018,shared_offset,1,32,532,0.1,0.023493839880568967,0.012670925681719014,0.2257561088478523,0.16726958787287421,exact_population_Fisher_projection_diagnostic,0.12095985467782766,6.969377693585385e-05,7.048891780491716e-05,7.163065853998448e-05,9.44223356345364e-05,0.014553347203208373,0.0005747000686824322,0.062371708733777426,0.30413146805495017,0.3063375423320421,0.706261951131326,1018,0.0015750216030731034,0.06495297839692682,dd8c3643951fcff9137ac9f674fd3e91d612b84c30b1b404fd760a7723ca3163,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1018,shared_offset,10,32,532,0.1,0.023493839880568967,0.009279387213913914,0.2257561088478523,0.16726958787287421,exact_population_Fisher_projection_diagnostic,0.08963385953339363,9.178650339357066e-05,9.353305255195411e-05,9.604091801014899e-05,5.185973218248332e-05,0.019568841641200756,0.0023648999631404877,0.062371708733777426,0.30413146805495017,0.30468908532802036,0.7046475750877257,1018,0.0015750216030731034,0.06495297839692682,dd8c3643951fcff9137ac9f674fd3e91d612b84c30b1b404fd760a7723ca3163,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1018,shared_offset,100,32,532,0.1,0.023493839880568967,0.016938095551378485,0.2257561088478523,0.16726958787287421,exact_population_Fisher_projection_diagnostic,0.15940730838504313,5.987299379852971e-05,5.949527296221652e-05,5.8952904581870307e-05,0.00016394264226387046,0.011862922747484853,0.016773600014857948,0.062371708733777426,0.30413146805495017,0.3083675371181279,0.7082362661416423,1018,0.0015750216030731034,0.06495297839692682,dd8c3643951fcff9137ac9f674fd3e91d612b84c30b1b404fd760a7723ca3163,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1018,shared_offset,1000,32,532,0.1,0.023493839880568967,0.017004991541401504,0.2257561088478523,0.16726958787287421,exact_population_Fisher_projection_diagnostic,0.16000190614408044,5.9870715886347457e-05,5.94748033001286e-05,5.8906313432738336e-05,0.00016516726098454346,0.011851301859079327,0.17700539994984865,0.062371708733777426,0.30413146805495017,0.30839898989823544,0.7082667379955385,1018,0.0015750216030731034,0.06495297839692682,dd8c3643951fcff9137ac9f674fd3e91d612b84c30b1b404fd760a7723ca3163,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1019,table,1,32,532,0.1,0.04257432184238563,0.00964346371287228,0.4100422202703124,0.4100422202703124,exact_population_Fisher_projection_diagnostic,0.09676799033821998,0.00041804602373939043,0.00044280556677202216,0.0004449585705139983,9.411964843229672e-05,0.09224720305022246,0.0011166000040248036,-0.09126805209880517,0.5751241126426921,0.2937380786386624,0.7062619539175673,1019,0.031012665380331747,0.03551533461966813,8729f488df5d602e3fbb988141a144031dad33313b8982a2ce72f0024e2f2e06,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1019,table,10,32,532,0.1,0.04257432184238563,0.06134305826487524,0.4100422202703124,0.4100422202703124,exact_population_Fisher_projection_diagnostic,0.5836927654414364,0.00013758629782490448,0.00014545686030708208,0.0001461412570446654,0.0016870887363177843,0.03087850173183949,0.003937300061807036,-0.09126805209880517,0.5751241126426921,0.29421826301992265,0.7332596575620127,1019,0.031012665380331747,0.03551533461966813,8729f488df5d602e3fbb988141a144031dad33313b8982a2ce72f0024e2f2e06,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1019,table,100,32,532,0.1,0.04257432184238563,0.042531612117293005,0.4100422202703124,0.4100422202703124,exact_population_Fisher_projection_diagnostic,0.40966842536980314,7.378695185446675e-10,7.510646300086873e-10,7.522120310055687e-10,0.000833247523702093,1.561766324768262e-07,0.019829400000162423,-0.09126805209880517,0.5751241126426921,0.2961660282492206,0.7235675747660808,1019,0.031012665380331747,0.03551533461966813,8729f488df5d602e3fbb988141a144031dad33313b8982a2ce72f0024e2f2e06,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1019,table,1000,32,532,0.1,0.04257432184238563,0.042574321842385854,0.4100422202703124,0.4100422202703124,exact_population_Fisher_projection_diagnostic,0.41004222027031456,1.6742755343761684e-17,1.8767428301585964e-17,1.894348681965812e-17,0.0008344849882132417,2.253607973274071e-29,0.17498949996661395,-0.09126805209880517,0.5751241126426921,0.29618079072778947,0.7235866038533866,1019,0.031012665380331747,0.03551533461966813,8729f488df5d602e3fbb988141a144031dad33313b8982a2ce72f0024e2f2e06,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
P-EA,AN,AN,mc_raw,1019,shared_offset,1,32,532,0.1,0.04257432184238563,0.012670930172466621,0.4100422202703124,0.24882862777604942,exact_population_Fisher_projection_diagnostic,0.12095989569330083,0.0005186311031846924,0.0005354587986892371,0.0005369220765592056,9.442239964174842e-05,0.11064686379304074,0.0005167999770492315,-0.09126805209880517,0.5751241126426921,0.3063375444936434,0.7062619532416697,1019,0.031012665380331747,0.03551533461966813,8729f488df5d602e3fbb988141a144031dad33313b8982a2ce72f0024e2f2e06,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,32,500
