path,current_path,status,original_sha256,current_sha256
manifold_project/experiments/pair_coordination/tests/test_storage.py,,removed_from_active_tree,1c13ca5c6435e43d7c7bdca968ada3e7614be1a8928bd1fc75c8efb63141a062,
manifold_project/experiments/pair_coordination/tests/test_torch_training.py,manifold_project/experiments/tests/test_pair_backend.py,moved_unchanged,cf27b2e28bb46a669e9ad45a3a2996dd9403f76956b05a9b10f497f46032397e,cf27b2e28bb46a669e9ad45a3a2996dd9403f76956b05a9b10f497f46032397e
manifold_project/experiments/pair_coordination/tests/test_train_entrypoint.py,manifold_project/experiments/tests/test_pair_entrypoint.py,moved_adapted,7cdf71abb4182396b35663a7977c633e68df37a154c48be679ee1c7bb795822f,7ffa00ede1f4c899640a4ccba14838bb229383133f997f804fc0a0982bc631e4
manifold_project/experiments/pair_coordination/tests/test_training_debug.py,,removed_from_active_tree,7090cd13e27f9ac2a3f9b9f091c7bd79cc29743d81a51a55a5c2c13c80c806c8,
manifold_project/experiments/pair_coordination/tests/test_unified_logs.py,,removed_from_active_tree,bc3cc5944115c1be494a56bedc2dea98c640df534a09168103e07a47f25b349b,
manifold_project/experiments/pair_coordination/tests/test_visualization.py,,removed_from_active_tree,087dcaee5828195fe4337b713f760188a11a25ce8f87bdcc1e4e47789a4e7502,
manifold_project/experiments/pair_coordination/train.py,manifold_project/experiments/pair_coordination/train.py,adapted,016e5528711e329726a768d1121a4f73015c49ca7711bdf9b41a44904e072f56,efc518b2ac180c954f089296b1ea846d2b7c570111ee0fcf38b0f12c0c46d93a
manifold_project/experiments/pair_coordination/training/__init__.py,manifold_project/experiments/pair_coordination/training/__init__.py,unchanged,2fc74f6919b59626fef74599c792396fb1d56d8d604c424e96d059bf27d96cda,2fc74f6919b59626fef74599c792396fb1d56d8d604c424e96d059bf27d96cda
manifold_project/experiments/pair_coordination/training/acceptance.py,manifold_project/experiments/pair_coordination/training/acceptance.py,adapted,e2830da66982eb55979503d022364e5ec3ff966e7c118c4ba0e227dc33c215b6,94eb3fa3e868f7ea3a8362e25c5dc821db5f469e957e85c4474347ef521231be
manifold_project/experiments/pair_coordination/training/actor_fit.py,manifold_project/experiments/pair_coordination/training/actor_fit.py,unchanged,9384af38d8ad611e34ae268b857a79d482dea62021347e7d00a33d95fb3689a9,9384af38d8ad611e34ae268b857a79d482dea62021347e7d00a33d95fb3689a9
manifold_project/experiments/pair_coordination/training/batching.py,manifold_project/experiments/pair_coordination/training/batching.py,unchanged,2cbd18912057c5cbd0257683f5ea704da5be43aa72bf495ae1bcd6cf6b7a0965,2cbd18912057c5cbd0257683f5ea704da5be43aa72bf495ae1bcd6cf6b7a0965
manifold_project/experiments/pair_coordination/training/checkpoints.py,manifold_project/experiments/pair_coordination/training/checkpoints.py,adapted,d2fe226b6d7e7f3f64871eb51536ccdcc1709adb7c839984f2d7d8bf53407405,36282f97d809e6c1f22e8e71c6b6efd5e7df7cde1e63a0c40146e5507cb35039
manifold_project/experiments/pair_coordination/training/config.py,manifold_project/experiments/pair_coordination/training/config.py,adapted,256e988c714a9c34ed05b0555db6d4416be3a4ecb39cb6b2edb0b191ff6e197e,9560ff58844e076e8b8f220f529ca392b11466f4875c2060c9646a7d0e5a327d
manifold_project/experiments/pair_coordination/training/descriptions.py,manifold_project/experiments/pair_coordination/training/descriptions.py,adapted,27a6fe732e09599d2773f761699d6f3b6039888fb6d0f2653c3e9f787ab2d9a6,485b4ddfd61742bd3bec8c3ced4d84969e70eb4f00c6d495659c1d149eeeaa72
manifold_project/experiments/pair_coordination/training/direction_loss.py,manifold_project/experiments/pair_coordination/training/direction_loss.py,unchanged,aa335d72c8cf0cf5432ab8a90ba2a5d355eb256cfa511fe972ac90b1380641ad,aa335d72c8cf0cf5432ab8a90ba2a5d355eb256cfa511fe972ac90b1380641ad
manifold_project/experiments/pair_coordination/training/labels.py,manifold_project/experiments/pair_coordination/training/labels.py,unchanged,e8fe52b2deb51b4a0dc4663f51cecac428ca89ec1503b8927f861363b2b21fb1,e8fe52b2deb51b4a0dc4663f51cecac428ca89ec1503b8927f861363b2b21fb1
manifold_project/experiments/pair_coordination/training/logging.py,manifold_project/experiments/pair_coordination/training/logging.py,unchanged,f7d5b9db05db5278293e984497b11f387730c2cb3150101a5078a67f0d64a71d,f7d5b9db05db5278293e984497b11f387730c2cb3150101a5078a67f0d64a71d
manifold_project/experiments/pair_coordination/training/optim.py,manifold_project/experiments/pair_coordination/training/optim.py,unchanged,a30c8767579a4bc281c838cb4701237b7b2e9e5e6ed77f7de338d7c506964ca3,a30c8767579a4bc281c838cb4701237b7b2e9e5e6ed77f7de338d7c506964ca3
manifold_project/experiments/pair_coordination/training/plan.py,manifold_project/experiments/pair_coordination/training/plan.py,adapted,5f56da775829a9f221bc384e3d28cb0e6d137bde1001a90bf25c005066688004,8f18892e1386d4e0740c6263caae5de48bd2336cd59885b354d2f447bd44baa7
manifold_project/experiments/pair_coordination/training/policy_gradient.py,manifold_project/experiments/pair_coordination/training/policy_gradient.py,adapted,4ea8961e51e1e1c810e5a3811ba800a82c6c07811a473e3156c4ef0a43a4fe46,792e5d4fd65aea97c5116a7623aafc2b796036bf3c3140c03eb32232b7127da3
manifold_project/experiments/pair_coordination/training/progress.py,manifold_project/experiments/pair_coordination/training/progress.py,unchanged,a5a530154dc2de72d6e54d44baa561f1f447e4ed8560613af3792cf0978e51bd,a5a530154dc2de72d6e54d44baa561f1f447e4ed8560613af3792cf0978e51bd
manifold_project/experiments/pair_coordination/training/runner.py,manifold_project/experiments/pair_coordination/training/runner.py,adapted,7a27fa7b996084e1ccc6285883f9ec4157be7540b1d0d116037068c57595fbcf,d8e8aa713e9940bddad117e2ac99b890f006a5e46bb3e817cb4fcf34aaef1479
manifold_project/experiments/pair_coordination/training/torch_fit.py,manifold_project/experiments/pair_coordination/training/torch_fit.py,unchanged,c30bdeec9f35a5c8532e80cdfb270e4bb7d6ff4c03132def59e79ac4285e0323,c30bdeec9f35a5c8532e80cdfb270e4bb7d6ff4c03132def59e79ac4285e0323
manifold_project/experiments/pair_coordination/visualization/__init__.py,,removed_from_active_tree,41c112630082885f7c96eebdf6e0ed687ad3294e6dd8a76593380de5c4f03c62,
manifold_project/experiments/pair_coordination/visualization/render.py,,removed_from_active_tree,aa7251d3c1a4f1124508c5a38503acf46dbdb779d8817934ba6ce73c4934b3eb,
manifold_project/experiments/prepare_navigation_comparison.py,,removed_from_active_tree,b5c8ee683c6e24909d64e81f26eac8237575467f0e910c94a7639653813db82f,
manifold_project/experiments/rware/__init__.py,,removed_from_active_tree,a033b40b39835cae3ba214961e8e6e0d2d2e0c5842b2f8ed096cfd6410a8c2fa,
manifold_project/experiments/visualize_navigation.py,manifold_project/experiments/cooperative_navigation/tools/replay.py,moved_adapted,fd8d451216dc366f728b0904267e21c28dd2b7479c316480a70ea5576d5d1b30,18795be0ed8bd6a0cb4d0620889ef10d425f9fc6fc49f92bb78d909943fcd35e
